LINE, GTIN, ATC, NAME, UNIT, TYPE
350,EAN7680130830963,A06AB06,Pursennid Dragées,400,mg
351,EAN7680131880257,D03AA,Unguentolan Salbe,NA,mg
352,EAN7680131880332,D03AA,Unguentolan Salbe,NA,mg
353,EAN7680131930013,D04AX81,Eurax Crème,2000,mg
354,EAN7680131930297,D04AX81,Eurax Crème,15000,mg
355,EAN7680133080129,D03AX03,Bepanthen Lösung,5000,mg
356,EAN7680133580018,D03AX,Wundsalbe Widmer Salbe,NA,mg
357,EAN7680133630133,D03AX03,Bepanthen Salbe,1500,mg
358,EAN7680133630645,D03AX03,Bepanthen Salbe,5000,mg
359,EAN7680133690465,N02AB02,Pethidin HCl Amino 100 mg/2 ml Injektionslösung,10000,mg
360,EAN7680133690540,N02AB02,Pethidin HCl Amino 100 mg/2 ml Injektionslösung,1000,mg
361,EAN7680133690625,N02AB02,Pethidin HCl Amino 50 mg/1 ml Injektionslösung,500,mg
362,EAN7680133690700,N02AB02,Pethidin HCl Amino 50 mg/1 ml Injektionslösung,5000,mg
363,EAN7680137490283,D02AB,Oxyplastin Paste,34500,mg
364,EAN7680137490290,D02AB,Oxyplastin Paste,55200,mg
365,EAN7680138660234,R01AX10,Vicks Inhaler N baton inhalateur,NA,mg
366,EAN7680138810653,M02AC,Antiphlogistine Poultice Paste,275,mg
367,EAN7680138810738,M02AC,Antiphlogistine Poultice Paste,495,mg
368,EAN7680139420998,D02AC,Pelsano med Badeemulsion,NA,mg
369,EAN7680139421025,D02AC,Pelsano med Badeemulsion,NA,mg
370,EAN7680140670191,D11AX,Baume Dalet pommade,NA,mg
371,EAN7680140950477,M02AC,Midalgan Balsam Neue Formel Salbe,NA,mg
372,EAN7680140950552,M02AC,Midalgan Balsam Neue Formel Salbe,NA,mg
373,EAN7680140950637,M02AC,Midalgan Balsam Neue Formel Salbe,NA,mg
374,EAN7680143140592,C01EB04,Crataegus Synpha Tropfen,NA,mg
375,EAN7680143140677,C01EB04,Crataegus Synpha Tropfen,NA,mg
376,EAN7680145750225,V03AX70,Omida Zahnchügeli für Kinder Globuli,NA,mg
377,EAN7680147460641,N02BB02,Minalgin Injektionslösung i.m., i.v.,10000,mg
378,EAN7680147470015,N02BB02,Minalgin Tabletten,25000,mg
379,EAN7680147470367,N02BB02,Minalgin Tabletten,10000,mg
380,EAN7680147470442,N02BB02,Minalgin Tabletten,50000,mg
381,EAN7680147690482,N07BC02,Ketalgin Injektionslösung,1000,mg
382,EAN7680147690567,N07BC02,Ketalgin Injektionslösung,100,mg
383,EAN7680147700013,N07BC02,Ketalgin 40 mg Tabletten,400,mg
384,EAN7680147700020,N07BC02,Ketalgin 40 mg Tabletten,4000,mg
385,EAN7680147700037,N07BC02,Ketalgin 40 mg Tabletten,40000,mg
386,EAN7680147700112,N07BC02,Ketalgin 5 mg Tabletten,100,mg
387,EAN7680147700389,N07BC02,Ketalgin 5 mg Tabletten,1000,mg
388,EAN7680147700464,N07BC02,Ketalgin 5 mg Tabletten,5000,mg
389,EAN7680147700471,N07BC02,Ketalgin 1 mg Tabletten,100,mg
390,EAN7680147700488,N07BC02,Ketalgin 1 mg Tabletten,1000,mg
391,EAN7680147700495,N07BC02,Ketalgin 10 mg Tabletten,1000,mg
392,EAN7680147700501,N07BC02,Ketalgin 10 mg Tabletten,10000,mg
393,EAN7680147700518,N07BC02,Ketalgin 20 mg Tabletten,200,mg
394,EAN7680147700525,N07BC02,Ketalgin 20 mg Tabletten,2000,mg
395,EAN7680147700532,N07BC02,Ketalgin 20 mg Tabletten,20000,mg
396,EAN7680148090236,D03AX,Peru-Stick Drehstift,NA,mg
397,EAN7680148250371,A11CC02,A.T. 10 Lösung,30,mg
398,EAN7680149800247,C04AE01,Hydergin 1 mg/mL Tropflösung,50,mg
399,EAN7680149910182,R05X,Pulmex Salbe,NA,mg
400,EAN7680149910267,R05X,Pulmex Salbe,NA,mg
401,EAN7680150370166,A05AX,Chophytol dragées,12000,mg
402,EAN7680151040150,N07BB01,Antabus Dispergetten,20000,mg
403,EAN7680151590587,B01AB01,Liquemin 25'000 I.E. / 5 ml Injektionslösung,NA,mg
404,EAN7680151600507,V03AB14,Protamin Ipex 1000 Injektionslösung,NA,mg
405,EAN7680151600514,V03AB14,Protamin Ipex 5000 Injektionslösung,NA,mg
406,EAN7680152000658,A06AC03,Normacol Granulat,310000,mg
407,EAN7680152000733,A06AC03,Normacol Granulat,130200,mg
408,EAN7680152040289,R02AA20,Rectoseptal Néo mit Wismut Suppositorien für Erwachsene,NA,mg
409,EAN7680152040449,R02AA20,Rectoseptal Néo mit Wismut Suppositorien für Kinder,NA,mg
410,EAN7680152190687,A01AA01,Zymafluor 0.25 mg Tabletten,100,mg
411,EAN7680152190762,A01AA01,Zymafluor 1 mg Tabletten,250,mg
412,EAN7680153030265,A07EC01,Salazopyrin Tabletten,50000,mg
413,EAN7680153220475,A06AB56,Midro Tabs Tabletten,378,mg
414,EAN7680153980782,B03AC,Venofer 100mg / 5 ml Injektionslösung,500,mg
415,EAN7680153980867,B03AC,Venofer 100mg / 5 ml Injektionslösung,5000,mg
416,EAN7680153980874,B03AC,Venofer 100mg / 5 ml Injektionslösung,500,mg
417,EAN7680153980881,B03AC,Venofer 100mg / 5 ml Injektionslösung,5000,mg
418,EAN7680153980898,B03AC,Venofer 50mg / 2.5 ml Injektionslösung,250,mg
419,EAN7680153980904,B03AC,Venofer 50mg / 2.5 ml Injektionslösung,2500,mg
420,EAN7680154400159,A06AX01,Bulboid für Erwachsene Suppositorien,17560,mg
421,EAN7680154400234,A06AX01,Bulboid für Erwachsene Suppositorien,175600,mg
422,EAN7680154400319,A06AX01,Bulboid für Säuglinge und Kinder Suppositorien,8780,mg
423,EAN7680155530220,V03AX70,Multiplex Nr. 1 homöopathische Tropfen,NA,mg
424,EAN7680156780624,G02AB01,Methergin Dragées,3.75,mg
425,EAN7680157240011,A09AA02,Combizym Dragées,NA,mg
426,EAN7680157240219,A09AA02,Combizym Dragées,NA,mg
427,EAN7680158120602,D03AX03,Pelsano med Salbe,NA,mg
428,EAN7680158120794,D03AX03,Pelsano med Salbe,NA,mg
429,EAN7680158120879,D03AX03,Pelsano med Salbe,NA,mg
430,EAN7680158550010,D03AX,Leucen heilungsfördernde Salbe Salbe,NA,mg
431,EAN7680158550027,D03AX,Leucen heilungsfördernde Salbe Salbe,NA,mg
432,EAN7680158980015,R05DA09,GEM Antitussivum Sirup,250,mg
433,EAN7680158980718,R05DA09,Hicoseen N Antitussivum Sirup,250,mg
434,EAN7680159800381,V03AX70,Choleodoron Tropfen anthroposophisches Arzneimittel,NA,mg
435,EAN7680161050583,C05BA01,Hirudoid Creme,120,mg
436,EAN7680161050743,C05BA01,Hirudoid Creme,300,mg
437,EAN7680161790434,A16AX99,Chlorophyll confetti,1000,mg
438,EAN7680161790519,A16AX99,Chlorophyll confetti,5000,mg
439,EAN7680162790136,A12AA02,Calcium-Sandoz Injektionslösung,450,mg
440,EAN7680162960232,D01AE20,Undex Salbe,NA,mg
441,EAN7680164770365,V03AX70,Omida Herz und Nerven homöopathische Globuli,NA,mg
442,EAN7680164820213,V03AX70,Omida homöopathische Leber-Gallentropfen,NA,mg
443,EAN7680164830298,V03AX70,Omida Magentabletten  homöopathische Tabletten,NA,mg
444,EAN7680164840242,V03AX70,Omida homöopathische Nieren-Blasentropfen,NA,mg
445,EAN7680164860271,V03AX70,Omida homöopathische Tropfen bei Wechseljahrbeschwerden,NA,mg
446,EAN7680165221040,R05FA02,Hederix Suppositorien für Kinder (6 - 12 Jahre),NA,mg
447,EAN7680165221200,R05FA02,Hederix Suppositorien für Kleinkinder (2 - 6 Jahre),NA,mg
448,EAN7680165980114,D11AF,W-Tropfen,NA,mg
449,EAN7680166150134,A05AX,Bilifuge Dragées,NA,mg
450,EAN7680166150219,A05AX,Bilifuge Dragées,NA,mg
451,EAN7680166150486,A05AX,Bilifuge Dragées,NA,mg
452,EAN7680167100015,D03AX,Hamamelis Salbe Haas Salbe,NA,mg
453,EAN7680167100244,D03AX,Hamamelis Salbe Haas Salbe,15000,mg
454,EAN7680167100329,D03AX,Hamamelis Salbe Haas Salbe,37500,mg
455,EAN7680167100756,D03AX,Hamamelis Salbe Haas Salbe,5250,mg
456,EAN7680167900530,C01EB04,Crataegitan Tropfen,NA,mg
457,EAN7680168580212,D03AX,Kamillofluid flüssig,NA,mg
458,EAN7680168580564,D03AX,Kamillofluid flüssig,NA,mg
459,EAN7680168580649,D03AX,Kamillofluid flüssig,NA,mg
460,EAN7680168580724,D03AX,Kamillofluid flüssig,NA,mg
461,EAN7680168630689,A01AD11,Salvia Wild Tropfen,NA,mg
462,EAN7680168630764,A01AD11,Salvia Wild Tropfen,NA,mg
463,EAN7680168780223,V03AX70,Urticalcin Tabletten,NA,mg
464,EAN7680169500257,N02BB02,Novalgin solution injectable i.m., i.v.,10000,mg
465,EAN7680169500684,N02BB02,Novalgin solution injectable i.m., i.v.,12500,mg
466,EAN7680169510133,N02BB02,Novalgin comprimés oblongs,5000,mg
467,EAN7680169510218,N02BB02,Novalgin comprimés oblongs,25000,mg
468,EAN7680169520019,N02BB02,Novalgin gouttes,10000,mg
469,EAN7680169520026,N02BB02,Novalgin gouttes,50000,mg
470,EAN7680169520286,N02BB02,Novalgin gouttes,5000,mg
471,EAN7680170350292,D11AF,Warz-ab/Extor liquide,NA,mg
472,EAN7680170970025,A16AX,Klosterfrau Melissengeist Alcoholat,NA,mg
473,EAN7680170970032,A16AX,Klosterfrau Melissengeist Alcoholat,NA,mg
474,EAN7680170970056,A16AX,Klosterfrau Melissengeist Alcoholat,NA,mg
475,EAN7680170970070,A16AX,Klosterfrau Melissengeist Alcoholat,NA,mg
476,EAN7680170970087,A16AX,Klosterfrau Melissengeist Alcoholat,NA,mg
477,EAN7680170970674,A16AX,Klosterfrau Melissengeist Alcoholat,NA,mg
478,EAN7680170970681,A16AX,Klosterfrau Melissengeist Alcoholat,NA,mg
479,EAN7680170970698,A16AX,Klosterfrau Melissengeist Alcoholat,NA,mg
480,EAN7680170970704,A16AX,Klosterfrau Melissengeist Alcoholat,NA,mg
481,EAN7680170970728,A16AX,Klosterfrau Melissengeist Alcoholat,NA,mg
482,EAN7680172330018,D11AC03,Selsun Suspension,3000,mg
483,EAN7680172490293,C04AE01,Hydergin 15 mg, Tabletten,150,mg
484,EAN7680172730191,V03AX70,Weleda Hustenelixier anthroposophisches Arzneimittel,NA,mg
485,EAN7680173020017,R05FB01,Isländisch-Moos-Tabletten,NA,mg
486,EAN7680173020192,R05FB01,Isländisch-Moos-Tabletten,NA,mg
487,EAN7680173520258,A03BB01,Buscopan Inject solution injectable,100,mg
488,EAN7680173530127,A03BB01,Buscopan dragées,500,mg
489,EAN7680173530134,A03BB01,Buscopan dragées,100,mg
490,EAN7680173530141,A03BB01,Buscopan dragées,200,mg
491,EAN7680173530158,A03BB01,Buscopan dragées,400,mg
492,EAN7680173540195,A03BB01,Buscopan suppositoires,60,mg
493,EAN7680173870490,A06AC01,Metamucil Regular poudre,NA,mg
494,EAN7680174970571,V03AX70,Pertudoron Tropfen anthroposophisches Arzneimittel,NA,mg
495,EAN7680174980884,V03AX70,Infludo Tropfen, anthroposophisches Arzneimittel,NA,mg
496,EAN7680174980969,V03AX70,Infludo Tropfen, anthroposophisches Arzneimittel,NA,mg
497,EAN7680176260359,G03BA03,Testoviron Depot 250 mg Injektionslösung,750,mg
498,EAN7680176640267,D03,Dr. Brand Salbe,NA,mg
499,EAN7680178850145,N03AA03,Mysoline Tabletten,25000,mg
500,EAN7680179300373,R05CA,Lindol Spitzwegerich Sirup,NA,mg
501,EAN7680179810018,A16AX,1001 Blattgrün Tabletten,1350,mg
502,EAN7680179810568,A16AX,1001 Blattgrün Tabletten,3150,mg
503,EAN7680180130372,R05X,Echinacin Tropfen,NA,mg
504,EAN7680180220448,G04BX,Sidroga Blasen- und Nierentee geschnittene Drogen,NA,mg
505,EAN7680180560384,R03DA04,Euphyllin N Injektionslösung 200 mg i.v.,1000,mg
506,EAN7680182860178,V03AX70,Weleda Hämorrhoidal-Suppositorien anthroposophisches Arzneimittel,NA,mg
507,EAN7680183460889,V03AX70,Gencydo 1% Injektionslösung, anthroposophisches Arzneimittel,NA,mg
508,EAN7680183460902,V03AX70,Gencydo 3% Injektionslösung, anthroposophisches Arzneimittel,NA,mg
509,EAN7680183460926,V03AX70,Gencydo 5% Injektionslösung, anthroposophisches Arzneimittel,NA,mg
510,EAN7680183700343,A02AC10,Zeller Magen Kautabletten,NA,mg
511,EAN7680183700428,A02AC10,Zeller Magen Kautabletten,NA,mg
512,EAN7680183830125,A04A,Itinerol B6 suppositoires pour adultes et adolescents,NA,mg
513,EAN7680183830552,A04A,Itinerol B6 suppositoires pour enfants,NA,mg
514,EAN7680186010289,V03AX70,Cardiodoron Tropfen anthroposophisches Arzneimittel,NA,mg
515,EAN7680186010364,V03AX70,Cardiodoron Tropfen anthroposophisches Arzneimittel,NA,mg
516,EAN7680186020240,V03AX70,Dermatodoron Tropfen anthroposophisches Arzneimittel,NA,mg
517,EAN7680186030201,V03AX70,Digestodoron Tropfen anthroposophisches Arzneimittel,NA,mg
518,EAN7680186040019,V03AX70,Hepatodoron Tabletten anthroposophisches Arzneimittel,NA,mg
519,EAN7680186040354,V03AX70,Hepatodoron Tabletten anthroposophisches Arzneimittel,NA,mg
520,EAN7680186040439,V03AX70,Hepatodoron Tabletten anthroposophisches Arzneimittel,NA,mg
521,EAN7680186050230,V03AX70,Menodoron Tropfen anthroposophisches Arzneimittel,NA,mg
522,EAN7680187810185,S02AA30,Otothricinol Suspension,NA,mg
523,EAN7680188890216,P01BA01,Nivaquine comprimés,10000,mg
524,EAN7680189030161,C01DA02,Trinitrine simple Laleuf dragées,9,mg
525,EAN7680189790126,H02AB09,Hydrocortone Tabletten,250,mg
526,EAN7680190350180,A12AX01,Decalcit Pulver,NA,mg
527,EAN7680191370019,D04AA32,Caladryl Lotion,NA,mg
528,EAN7680191370231,D04AA32,Caladryl Lotion,NA,mg
529,EAN7680192200285,R05DA04,Codein Knoll Tabletten,1000,mg
530,EAN7680193950141,B01AA04,Marcoumar Tabletten,75,mg
531,EAN7680193950301,B01AA04,Marcoumar Tabletten,300,mg
532,EAN7680196250446,R05FA02,Hederix Suppositorien für Erwachsene,NA,mg
533,EAN7680196630354,M03AB01,Lysthenon 2 % Injektionslösung,500,mg
534,EAN7680196630514,M03AB01,Lysthenon 5 % Injektionslösung,500,mg
535,EAN7680198260917,G03GA01,Pregnyl 1500 I.E. Injektionspräparat,NA,mg
536,EAN7680198260924,G03GA01,Pregnyl 5000 I.E. Injektionspräparat,NA,mg
537,EAN7680199320283,N07BC02,Ketalgin 10 mg Suppositorien,50,mg
538,EAN7680199320368,N07BC02,Ketalgin 10 mg Suppositorien,250,mg
539,EAN7680199320375,N07BC02,Ketalgin 5 mg Suppositorien,50,mg
540,EAN7680199320382,N07BC02,Ketalgin 5 mg Suppositorien,250,mg
541,EAN7680199320399,N07BC02,Ketalgin 20 mg Suppositorien,200,mg
542,EAN7680199320405,N07BC02,Ketalgin 20 mg Suppositorien,1000,mg
543,EAN7680199320412,N07BC02,Ketalgin 30 mg Suppositorien,300,mg
544,EAN7680199320429,N07BC02,Ketalgin 30 mg Suppositorien,1500,mg
545,EAN7680199320436,N07BC02,Ketalgin 40 mg Suppositorien,400,mg
546,EAN7680199320443,N07BC02,Ketalgin 40 mg Suppositorien,2000,mg
547,EAN7680199320450,N07BC02,Ketalgin 50 mg Suppositorien,500,mg
548,EAN7680199320467,N07BC02,Ketalgin 50 mg Suppositorien,2500,mg
549,EAN7680199320474,N07BC02,Ketalgin 75 mg Suppositorien,750,mg
550,EAN7680199320481,N07BC02,Ketalgin 75 mg Suppositorien,3750,mg
551,EAN7680199320498,N07BC02,Ketalgin 100 mg Suppositorien,1000,mg
552,EAN7680199320504,N07BC02,Ketalgin 100 mg Suppositorien,5000,mg
553,EAN7680199320511,N07BC02,Ketalgin 125 mg Suppositorien,1250,mg
554,EAN7680199320528,N07BC02,Ketalgin 125 mg Suppositorien,6250,mg
555,EAN7680199320535,N07BC02,Ketalgin 150 mg Suppositorien,1500,mg
556,EAN7680199320542,N07BC02,Ketalgin 150 mg Suppositorien,7500,mg
557,EAN7680199430388,N07AA02,Mestinon Dragées,9000,mg
558,EAN7680199450225,N07AA02,Mestinon Tabletten,2500,mg
559,EAN7680199680141,V03AX70,Silacten Tropfen,NA,mg
560,EAN7680201280116,D03AX,Rapura Salbe,NA,mg
561,EAN7680202580475,J01FA01,Erythrocin i.v. Pulver zur Herstellung einer Infusionslösung,1000,mg
562,EAN7680202660740,M02AC,Néo-Décongestine Paste,427,mg
563,EAN7680202660825,M02AC,Néo-Décongestine Paste,1220,mg
564,EAN7680202725043,N01BB52,Rapidocain 1% con epinefrina 5 mcg/ml soluzione iniettabile,NA,mg
565,EAN7680202725050,N01BB52,Rapidocain 2% con epinefrina 5 mcg/ml soluzione iniettabile,NA,mg
566,EAN7680202725067,N01BB52,Rapidocain 1% con epinefrina 10 mcg/ml soluzione iniettabile,NA,mg
567,EAN7680202725074,N01BB52,Rapidocain 2% con epinefrina 125 mcg/ml, soluzione iniettabile,NA,mg
568,EAN7680204070189,A11EA,Becozym forte Dragées,NA,mg
569,EAN7680204070349,A11EA,Becozym forte Dragées,NA,mg
570,EAN7680205500241,A11JC,Tonoglutal N Filmtabletten,NA,mg
571,EAN7680205500258,A11JC,Tonoglutal N Filmtabletten,NA,mg
572,EAN7680207130118,M02AX,Kytta Salbe,17500,mg
573,EAN7680207130385,M02AX,Kytta Salbe,35000,mg
574,EAN7680207130392,M02AX,Kytta Salbe,52500,mg
575,EAN7680207320267,R05,Bonherba classique Kräuter gefüllt, Kräuterbonbons,NA,mg
576,EAN7680207360119,N06BA04,Ritalin Tabletten,300,mg
577,EAN7680207360386,N06BA04,Ritalin Tabletten,2000,mg
578,EAN7680208440193,V03AX70,Omidalin homöopathische Wundtinktur,NA,mg
579,EAN7680208440278,V03AX70,Omidalin homöopathische Wundtinktur,NA,mg
580,EAN7680208440353,V03AX70,Omidalin homöopathische Wundtinktur,NA,mg
581,EAN7680209640011,P01BD01,Daraprim Tabletten,750,mg
582,EAN7680209640141,P01BD01,Daraprim Tabletten,750,mg
583,EAN7680210370280,H03BB01,Néo-Mercazole Tabletten,250,mg
584,EAN7680211090101,A06AX02,Lecicarbon Suppositorien für Erwachsene,NA,mg
585,EAN7680211090378,A06AX02,Lecicarbon Suppositorien für Erwachsene,NA,mg
586,EAN7680211090538,A06AX02,Lecicarbon Suppositorien für Kinder,NA,mg
587,EAN7680211910195,S01EC01,Diamox comprimés,6250,mg
588,EAN7680212780179,A12BA30,Kalium Hausmann Effervettes comprimés effervescents,NA,mg
589,EAN7680212780254,A12BA30,Kalium Hausmann Effervettes comprimés effervescents,NA,mg
590,EAN7680212780339,A12BA30,Kalium Hausmann Effervettes comprimés effervescents,NA,mg
591,EAN7680215050132,M03AB01,Succinolin 100 mg/2 mL Injektionslösung,10000,mg
592,EAN7680215050217,M03AB01,Succinolin 100 mg/2 mL Injektionslösung,1000,mg
593,EAN7680215050569,M03AB01,Succinolin 500 mg/10 mL Injektionslösung,5000,mg
594,EAN7680215210017,V03AX70,Biodoron 5% Tabletten,NA,mg
595,EAN7680215220238,V03AX70,Anaemodoron Tropfen anthroposophisches Arzneimittel,NA,mg
596,EAN7680216720010,B03BA01,Vitarubin Injektionslösung,5,mg
597,EAN7680216720027,B03BA01,Vitarubin Injektionslösung,10,mg
598,EAN7680216720843,B03BA01,Vitarubin superconc. Injektionslösung,NA,mg
599,EAN7680216720928,B03BA01,Vitarubin superconc. Injektionslösung,NA,mg
600,EAN7680216930013,B01AA07,Sintrom 4 Tabletten,120,mg
601,EAN7680216930020,B01AA07,Sintrom 4 Tabletten,800,mg
602,EAN7680216930143,B01AA07,Sintrom 1 mitis Tabletten,100,mg
603,EAN7680216930228,B01AA07,Sintrom 1 mitis Tabletten,1000,mg
604,EAN7680216930303,B01AA07,Sintrom 4 Tabletten,80,mg
605,EAN7680216930495,B01AA07,Sintrom 4 Tabletten,800,mg
606,EAN7680217130153,L01BB02,Puri-Nethol Tabletten,1250,mg
607,EAN7680217820177,M03AB01,Midarine Injektionslösung,10000,mg
608,EAN7680218360443,R05X,Transpulmin N Balsam Salbe,NA,mg
609,EAN7680218360528,R05X,Transpulmin N Balsam Salbe,NA,mg
610,EAN7680218610654,A16AX,Carmol Tropfen Alcoholat,NA,mg
611,EAN7680218610739,A16AX,Carmol Tropfen Alcoholat,NA,mg
612,EAN7680218610814,A16AX,Carmol Tropfen Alcoholat,NA,mg
613,EAN7680218611033,A16AX,Carmol Tropfen Alcoholat,NA,mg
614,EAN7680218611385,A16AX,Carmol Tropfen Alcoholat,NA,mg
615,EAN7680218611392,A16AX,Carmol Tropfen Alcoholat,NA,mg
616,EAN7680218710606,N05BB01,Atarax comprimés pelliculés,625,mg
617,EAN7680220020151,S01EC01,Diamox i.v. préparation injectable,500,mg
618,EAN7680221010137,N02BB02,Novalgin suppositoires,5000,mg
619,EAN7680221100395,R05FA02,Néo-Codion N Filmtabletten,NA,mg
620,EAN7680221140261,H01BB02,Syntocinon 5 I.E. Konzentrat für Infusionslösung / Injektionslösung,NA,mg
621,EAN7680222570012,D10AX30,Eau Précieuse Dépensier,NA,mg
622,EAN7680223840749,J01CE02,Stabicilline million comprimés pelliculés,NA,mg
623,EAN7680223840824,J01CE02,Stabicilline million comprimés pelliculés,NA,mg
624,EAN7680223980247,S01XA02,Vitamin A Blache Augensalbe,NA,mg
625,EAN7680225620103,N04AA04,Kemadrin Tabletten,500,mg
626,EAN7680226720291,N02AB02,Pethidin Streuli Injektionslösung,500,mg
627,EAN7680226720888,N02AB02,Pethidin Streuli Injektionslösung,1000,mg
628,EAN7680226721267,N02AB02,Pethidin Streuli Injektionslösung,10000,mg
629,EAN7680226920028,R05FB01,Ricola Kräuterzucker 42 g, Kräuterbonbons,NA,mg
630,EAN7680226920035,R05FB01,Ricola Kräuterzucker 42 g, Kräuterbonbons,NA,mg
631,EAN7680226920899,R05FB01,Ricola Kräuterzucker 42 g, Kräuterbonbons,NA,mg
632,EAN7680226921438,R05FB01,Ricola Kräuterzucker 42 g, Kräuterbonbons,NA,mg
633,EAN7680226921513,R05FB01,Ricola Kräuterzucker 42 g, Kräuterbonbons,NA,mg
634,EAN7680226921797,R05FB01,Ricola Kräuterzucker 25 g, Kräuterbonbons,NA,mg
635,EAN7680226921803,R05FB01,Ricola Kräuterzucker 25 g, Kräuterbonbons,NA,mg
636,EAN7680226921810,R05FB01,Ricola Kräuterzucker 25 g, Kräuterbonbons,NA,mg
637,EAN7680229580021,C04AX,Solcoseryl 85 mg/2 ml i.v. Injektionslösung,2125,mg
638,EAN7680229580540,C04AX,Solcoseryl 212.5 mg/5 ml i.v. Injektionslösung,NA,mg
639,EAN7680230960010,V03AX70,Omida Kreislauftropfen Tropfen,NA,mg
640,EAN7680230960218,V03AX70,Omida homöopathische Kreislauftropfen,NA,mg
641,EAN7680231280391,A02AD01,Alucol Kautabletten,NA,mg
642,EAN7680231280476,A02AD01,Alucol Kautabletten,NA,mg
643,EAN7680232260149,D04AX81,Eurax Lotion,NA,mg
644,EAN7680233260285,R05FB01,M Classic Eucalyptus Gummipastillen,NA,mg
645,EAN7680233360145,A12CX,Flügge Kieselerde Tabletten,NA,mg
646,EAN7680233360220,A12CX,Flügge Kieselerde Tabletten,NA,mg
647,EAN7680233370106,V03AX70,Gargalin homöopathisches Mund- und Gurgelwasser,NA,mg
648,EAN7680233900358,A06AB02,Dulcolax Bisacodyl dragées,150,mg
649,EAN7680233910586,A06AB02,Dulcolax Bisacodyl suppositoires,100,mg
650,EAN7680234200310,D02AF,Lebewohl flüssig,NA,mg
651,EAN7680234260482,L01AA02,Leukeran Filmtabletten,50,mg
652,EAN7680234760104,V03AX70,Exsepta Tabletten,NA,mg
653,EAN7680234770172,S01BA04,Ultracortenol Augensalbe,25,mg
654,EAN7680235270145,N05AA03,Prazine 25 mg Dragées,1250,mg
655,EAN7680235270305,N05AA03,Prazine 50 mg Dragées,2500,mg
656,EAN7680235270572,N05AA03,Prazine 100 mg Dragées,5000,mg
657,EAN7680235330306,H02AB09,Solu-Cortef 100 mg Injektions-/Infusionspräparat,100,mg
658,EAN7680235330498,H02AB09,Solu-Cortef 500 mg Injektions-/Infusionspräparat,500,mg
659,EAN7680235600119,A04A,Itinerol B6 suppositoires pour bébés et enfants,NA,mg
660,EAN7680236370141,C05CX,Venostasin Salbe,380,mg
661,EAN7680236370226,C05CX,Venostasin Salbe,760,mg
662,EAN7680237060164,N01BB02,Xylesin 05%, Injektionslösung (mit Konservans),250,mg
663,EAN7680237060249,N01BB02,Xylesin 05%, Injektionslösung (mit Konservans),2500,mg
664,EAN7680237060324,N01BB02,Xylesin 05%, Injektionslösung (mit Konservans),500,mg
